report id,entity type,entity value,matched ioc id,feed confidence,feed first seen,feed tactic,analytical relevance
TRN00883,ipv4,198.51.100.4,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00883,domain,node-883-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00883,hash,e5ebff1fcb950a8fc41e,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00883,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00886,ipv4,198.51.100.7,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00886,domain,node-886-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00892,ipv4,198.51.100.13,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00892,domain,node-892-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00893,ipv4,198.51.100.14,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00893,domain,node-893-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00894,ipv4,198.51.100.15,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00894,domain,node-894-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00895,ipv4,198.51.100.16,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00895,domain,node-895-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00895,hash,fd30310f3d2f2783470c,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00895,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00897,ipv4,198.51.100.18,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00897,domain,node-897-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00897,hash,e58838a2b1d5c1a052f8,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00897,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00905,ipv4,198.51.100.26,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00905,domain,node-905-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00905,hash,809dbbec79623fd397df,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00905,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00908,ipv4,198.51.100.29,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00908,domain,node-908-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00910,ipv4,198.51.100.31,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00910,domain,node-910-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00910,hash,40037190210b9e1cfafd,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00910,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00915,ipv4,198.51.100.36,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00915,domain,node-915-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00915,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00924,ipv4,198.51.100.45,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00924,domain,node-924-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00927,ipv4,198.51.100.48,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00927,domain,node-927-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00930,ipv4,198.51.100.51,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00930,domain,node-930-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00931,ipv4,198.51.100.52,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00931,domain,node-931-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00931,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00933,ipv4,198.51.100.54,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00933,domain,node-933-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00934,ipv4,198.51.100.55,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00934,domain,node-934-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00934,hash,e0ff52463976e8d3af0e,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00934,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00942,ipv4,198.51.100.63,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00942,domain,node-942-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00945,ipv4,198.51.100.66,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00945,domain,node-945-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00946,ipv4,198.51.100.67,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00946,domain,node-946-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00946,hash,6a35075aca2f816af9af,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00946,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00949,ipv4,198.51.100.70,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00949,domain,node-949-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00949,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00950,ipv4,198.51.100.71,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00950,domain,node-950-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00952,ipv4,198.51.100.73,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00952,domain,node-952-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00955,ipv4,198.51.100.76,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00955,domain,node-955-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00955,hash,e5f6d2ce02c122681794,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00955,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00961,ipv4,198.51.100.82,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00961,domain,node-961-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00963,ipv4,198.51.100.84,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00963,domain,node-963-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00964,ipv4,198.51.100.85,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00964,domain,node-964-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00966,ipv4,198.51.100.87,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00966,domain,node-966-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00972,ipv4,198.51.100.93,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00972,domain,node-972-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00979,ipv4,198.51.100.100,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00979,domain,node-979-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00979,hash,55e9b80e60d78611d1e1,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00979,threat_actor,Kalahari Jackal,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00982,ipv4,198.51.100.103,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00982,domain,node-982-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00984,ipv4,198.51.100.105,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00984,domain,node-984-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00988,ipv4,198.51.100.109,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00988,domain,node-988-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00988,hash,7fb942866934093440f8,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00988,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00989,ipv4,198.51.100.110,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00989,domain,node-989-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00989,hash,ea4802d9055b172d95cc,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00989,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00990,ipv4,198.51.100.111,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00990,domain,node-990-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00990,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00991,ipv4,198.51.100.112,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00991,domain,node-991-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN00991,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01001,ipv4,198.51.100.122,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01001,domain,node-1001-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01005,ipv4,198.51.100.126,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01005,domain,node-1005-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01006,ipv4,198.51.100.127,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01006,domain,node-1006-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01009,ipv4,198.51.100.130,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01009,domain,node-1009-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01020,ipv4,198.51.100.141,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01020,domain,node-1020-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01028,ipv4,198.51.100.149,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01028,domain,node-1028-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01032,ipv4,198.51.100.153,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01032,domain,node-1032-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01038,ipv4,198.51.100.159,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01038,domain,node-1038-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01038,hash,ff79aa759bfac4804de8,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01038,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01043,ipv4,198.51.100.164,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01043,domain,node-1043-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01044,ipv4,198.51.100.165,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01044,domain,node-1044-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01044,hash,934651bfed4e45cd5119,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01047,ipv4,198.51.100.168,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01047,domain,node-1047-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01047,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01048,ipv4,198.51.100.169,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01048,domain,node-1048-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01048,hash,3df9d04171b43467f66b,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01048,threat_actor,Kalahari Jackal,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01049,ipv4,198.51.100.170,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01049,domain,node-1049-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01049,hash,bd19d489b0e778278cf3,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01049,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01058,ipv4,198.51.100.179,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01058,domain,node-1058-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01058,hash,ee22c422f57e341ea893,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01058,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01059,ipv4,198.51.100.180,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01059,domain,node-1059-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01063,ipv4,198.51.100.184,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01063,domain,node-1063-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01063,hash,e350d41881356c18301e,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01064,ipv4,198.51.100.185,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01064,domain,node-1064-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01064,hash,d516d9d0465c85d70662,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01064,threat_actor,Kalahari Jackal,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01070,ipv4,198.51.100.191,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01070,domain,node-1070-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01072,ipv4,198.51.100.193,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01072,domain,node-1072-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01072,hash,ad666c3f5abf60b212b9,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01072,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01074,ipv4,198.51.100.195,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01074,domain,node-1074-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01076,ipv4,198.51.100.197,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01076,domain,node-1076-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01076,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01081,ipv4,198.51.100.202,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01081,domain,node-1081-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01084,ipv4,198.51.100.205,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01084,domain,node-1084-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01084,hash,c1c48c42a701d98f8597,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01084,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
